"","Abaurregaina-1","Ahetze-2","Aia-3","Aldude-4","Alkotz-5","Altzai-6","Altzuruku-7","Amezketa-8","Andoain-9","Aniz-10","Aramaio-11","Araotz-12","Arbizu-13","Arboti-14","Armendaritze-15","Arnegi-16","Arrangoitze-17","Arrasate-18","Arrazola-19","Arrieta-20","Arrueta-21","Asteasu-22","Ataun-23","Azkaine-24","Azkoitia-25","Azpeitia-26","Baigorri-27","Bakio-28","Bardoze-29","Barkoxe-30","Bastida-31","Beasain-32","Behorlegi-33","Beizama-34","Bergara-35","Bermeo-36","Berriz-37","Beruete-38","Beskoitze-39","Bidarrai-40","Bolibar-41","Busturia-42","Deba-43","Dima-44","Domintxaine-45","Donamaria-46","Donibane Lohizune-47","Donostia-48","Dorrao-49","Eibar-50","Elantxobe-51","Elduain-52","Elgoibar-53","Elorrio-54","Erratzu-55","Errezil-56","Errigoiti-57","Eskiula-58","Etxalar-59","Etxaleku-60","Etxarri-Larraun-61","Etxebarri-62","Etxebarria-63","Eugi-64","Ezkio-Itsaso-65","Ezkurra-66","Ezterenzubi-67","Fika-68","Gaintza-69","Gamarte-70","Garruze-71","Getaria-72","Getxo-73","Gizaburuaga-74","Goizueta-75","Hazparne-76","Hendaia-77","Hernani-78","Hondarribia-79","Ibarruri-80","Igoa-81","Ikaztegieta-82","Irisarri-83","Itsasu-84","Izturitze-85","Jaurrieta-86","Jutsi-87","Kortezubi-88","Landibarre-89","Larrabetzu-90","Larraine-91","Larzabale-92","Lasarte-Oria-93","Laukiz-94","Legazpi-95","Leintz Gatzaga-96","Leioa-97","Leitza-98","Lekaroz-99","Lekeitio-100","Lemoa-101","Lemoiz-102","Luzaide-103","Makea-104","Manaria-105","Mendaro-106","Mendata-107","Mezkiritz-108","Montori-109","Mugerre-110","Mungia-111","Oderitz-112","Oiartzun-113","Onati-114","Ondarroa-115","Orexa-116","Orio-117","Orozko-118","Otxandio-119","Pagola-120","Pasaia-121","Santa Grazi-122","Sara-123","Senpere-124","Sohuta-125","Sondika-126","Suarbe-127","Sunbilla-128","Tolosa-129","Uharte Garazi-130","Urdiain-131","Urdinarbe-132","Urketa-133","Urretxu-134","Urrustoi-135","Uztaritze-136","Zaratamo-137","Zeanuri-138","Zeberio-139","Zegama-140","Zestoa-141","Zilbeti-142","Zollo-143","Zornotza-144","Zugarramurdi-145"
"Barkoxe-30",48.206974128234,40.7262633371007,54.6885877212471,40.0056553089212,51.7819706498952,15.6172275999861,16.17519161873,55.843886543731,55.4491090305044,51.2609819121447,60.9823300389338,60.8982346832814,54.9653859466944,34.6935556557007,37.8741206709956,37.6968505068975,42.5011230907457,62.6354166666667,62.736240913811,65.1895805344082,36.7567973561664,54.9344590091091,55.671834625323,43.174850417841,59.5363602805464,56.4822632007702,37.5704898325802,63.604590505999,39.094722569437,0,39.1971003624546,55.6211180124224,37.0180938852813,55.6780538302278,58.5100446428572,63.359415753782,62.1136950904393,54.0127577510755,38.1383924330632,39.1257288514341,60.9823742871955,65.0888192267503,59.5474344776671,63.688621866192,30.1518776008571,52.3465649996262,44.132052613361,55.8578228407155,55.3060169804356,61.3070866141732,63.3987813134733,54.7696687370601,60.0014834594274,62.4599483204135,49.1290824261275,55.6336882579119,64.4318606563505,15.943619047619,49.7674418604651,51.6850974196946,54.9634551495017,65.5490461168695,62.481884057971,51.0422702622391,56.6452565522333,51.5468796214138,36.4795147291222,64.397693452381,56.4078995939461,35.4071067821067,37.0092823183155,56.4164941338855,64.4897959183674,61.3260530421217,54.2465277777778,39.9985119047618,47.011564335508,55.8050941306756,55.1891410769916,64.5349354695149,54.3266253869969,55.1965833008487,38.6927083333333,39.6382428940568,37.4523082430058,46.6772823779193,35.7739724795799,60.9901503369622,36.6899801587301,64.9117755629384,18.633670791151,34.1166321601104,55.7242679680568,65.3718148725949,56.1055394596737,61.2026956972525,63.5534591194969,53.9638242894057,50.6181533646323,63.2149076976663,64.7962382445141,65.1985370950888,39.0123782467532,39.3287911328346,62.9923482653592,60.564182194617,64.5057833859096,49.6583522297808,16.6173584183062,40.1029408775887,64.2586832555729,54.0871170173496,55.5887781469177,61.3755377540425,62.2860156720916,55.8436853002071,57.5321298566229,63.7976376197905,63.405684754522,19.5882703629182,58.6159323542501,16.2485119047618,44.1350070354735,44.4345392863333,15.3903567696671,63.5517420696828,50.50983436853,51.6275430359937,55.5042886719905,37.7620545073375,57.1235721703012,17.8224776500638,39.1664698937426,56.3307493540052,16.0758014736173,39.5831771028621,64.4798441288301,64.9717673630717,64.1230220637397,56.624584717608,55.4023624953858,49.2782738095238,64.0833333333334,61.8541666666667,48.4870876250187
"Bastida-31",42.2889091738932,32.263492063492,51.6430446194226,26.9962504686913,45.9076433121019,37.7618041405679,38.7164707655214,52.9553805774278,52.3988936233834,43.2705389848247,57.4668786433493,57.0715036803365,49.0187021180712,25.9011980588413,23.1245768449559,26.4473418997228,31.6250283897342,58.1012658227848,59.521556256572,63.2857142857143,24.4674840601357,52.9411323584552,52.4960753532182,35.3497971844428,54.7880690737834,52.7791526059243,23.9101697461318,62.3402007395669,22.4034043441937,39.1971003624546,0,51.8238993710692,27.0110006027727,51.7505241090147,55.2784056660639,61.6111991547808,58.8644688644689,49.1167192429022,24.0864840389404,25.2705456191984,58.8398950131234,63.4074074074074,54.570531509307,62.2262280306445,25.2683116427191,45.5818002876826,34.5286839145106,52.4814398200225,50.0784929356358,57.6236044657097,60.944,51.6299790356394,57.0031545741325,58.7179487179487,41.8296529968454,52.3060796645702,62.3423423423424,39.391062746006,42.8780743066457,46.8556190476191,51.1721611721612,63.7453482190325,59.3448637316562,44.2812006319115,51.7627270688495,48.2547169811321,25.222474174855,62.2830018083183,51.6064887493459,24.4265434880576,26.438492063492,52.82719377059,65.0980392156863,59.9368088467615,50.9275950127685,22.258274498022,38.4280431665534,53.0933692158182,49.4952681388013,62.5511811023622,48.2262277951933,51.7353991038202,26.181434599156,26.7390655321689,22.4258054870299,41.6317767042404,25.2062242219721,59.5964360587002,24.5328368314149,61.7687074829932,38.6740280321896,23.1217838765008,52.0414046121593,63.7124802527646,53.289952105118,58.4829396325459,62.9617834394905,49.665096807954,43.499095840868,61,61.9168556311414,63.5812547241119,29.4853827606991,25.7922759655042,60.1895734597157,56.2473794549266,63.9137380191693,43.5259497057249,38.8857244120402,24.4688934025426,62.7751531058618,49.1806832623159,52.0983778126635,57.9202343397927,60.3222857142857,50.7704402515723,54.1587802313355,61.1532385466035,59.6232339089482,33.8612180212813,53.8590956887487,39.6213545976579,35.2988376452943,34.518167456556,37.4838635791016,62.3802001053186,44.7244684037137,45.4133754607688,52.2955974842768,24.3592936382159,52.5814931650894,35.5290124924068,22.8702818920209,52.3966509680796,36.8773038441284,29.7993792111438,62.1823516136313,62.4393530997305,62.5487098472881,51.8890633176348,51.8768533054248,43.3122362869198,61.6508438818566,59.290611814346,40.2013778484366
"Beasain-32",45.9958071278826,44.0467068053275,24.9715762273901,47.0419254658385,39.0005232862375,55.0599895670318,55.203922442612,21.1627906976743,26.1463163317877,39.5820433436532,41.4472309299895,41.0034013605442,36.5111456713322,53.0918635170604,51.185647425897,49.7048066875653,46.8181818181818,42.3208722741433,46.4855072463768,50.8928571428572,52.0335429769392,23.1834625322997,18.5832045337454,46.879212026957,26.4061235004047,25.1627906976743,48.9096573208723,49.8023920956838,54.7557003257329,55.6211180124224,51.8238993710692,0,48.5959438377535,20.2425180598555,35.9452108984819,49.1315652626105,44.0104511665562,33.9492753623188,51.2936880542514,48.6384976525822,45.235142118863,50.3072916666667,29.9948480164863,49.6635610766046,52.2988505747126,38.2706374085684,45.9597752144336,29.204134366925,35.485036119711,41.4338042909471,48.015748031496,22.0846233230133,31.1224489795918,45.2138073158166,40.5391394504925,23.3591331269349,49.9339245348635,56.5122470713525,36.4602683178534,33.6692913385826,30.7985574446161,51.3378506538884,42.8224974200206,41.5368639667705,19.4744976816073,30.4437564499483,49.9365576951784,48.8504425653958,28.0598555211558,49.8803952158086,50.8438818565401,27.1620227038183,52.5925925925926,46.0445826853292,33.7768877021213,51.0972438897556,45.5954238169527,27.8744388017958,36.1845515811301,49.5652173913043,33.9228674468241,25.2230971128608,50.2020652254662,49.5687748783724,52.2267567314007,44.0729001584786,51.3996889580093,46.8940568475452,50.1352054082163,48.286597482888,54.4362084456424,51.5422665190107,25.9903435058233,52.0580611715915,24.528252980819,42.3462532299741,50.9561128526646,27.9721362229102,40.875,47.9270833333333,50.6793154761905,51.9427083333333,44.6855066013944,50.952380952381,45.4795230689476,32.2239422084623,50.1100628930817,43.1065400843882,54.7979002624672,51.2135416666667,49.3152454780362,31.2951496388028,31.8359461249724,39.7064477965099,46.0502728956988,22.8431372549019,29.196474857439,47.4727838258165,44.2400824317362,53.1403234220136,34.6325051759834,55.1527963210206,45.5400516795865,45.300303636229,55.8829676071055,50.0259201658891,37.6581764488741,37.6770833333333,23.8699690402476,49.435736677116,37.3665111456713,52.6666666666667,52.6127612761276,22.4214322514167,55.2151373768792,48.0272108843537,48.4781159742279,49.8710010319917,50.494704880397,21.318907779495,25.5517529010573,42.4350986500519,49.937323839193,47.3364485981308,42.9577464788732
"Behorlegi-33",39.569089125349,30.1233694798051,49.0022321428572,20.5506524725274,42.2353870458136,35.6212859756166,36.6352201257861,49.53125,48.4423676012461,40.0588438906195,54.4707740916272,54.0673671659587,47.7125717266562,23.4611224310114,20.3603199521566,16.6412607514969,31.6771985255397,55.1072736787023,56.7605633802817,61.3543307086614,21.7747890295358,49.1584821428572,49.5964990357514,34.4615885681716,51.7964693665628,49.7604166666667,20.2660844902223,59.7798742138365,27.0112292079504,37.0180938852813,27.0110006027727,48.5959438377535,0,48.1271822301463,51.9782711619446,59.5964360587002,56.318795430945,46.5906550413593,25.4010748656417,22.1780686505095,56.3125,60.8280922431866,53.0685358255452,59.7719651240778,23.3566170947873,43.335085874518,33.2562038900067,49.2049851190476,49.2315680166147,54.129746835443,59.2962962962963,47.9199167966719,53.5106937923839,56.0020768431983,38.791514519214,49.1152217517272,59.8238696109359,37.1761269841269,40.0949414033526,43.9599395313681,48.283637442516,60.9403063919704,57.1814872594904,41.6920435885953,49.9065420560748,44.8514226283337,17.5265384807971,59.1100396202437,48.3400089007566,14.9573895492262,20.8602720367426,49.8306217963004,62.7444794952682,57.460815047022,47.0482918442102,23.3819241982507,36.0392333033842,49.8638925975375,49.7026604068858,59.9687010954617,45.5543212619418,50.5305259980379,20.0678546989378,23.2702863076694,22.5285565939771,37.6357827476038,21.3685818615395,57.2864583333333,17.013530687,59.0468773179054,37.5672867919703,17.8407993462595,48.3972216031498,62.1421107628004,51.3984674329502,56.3177083333333,60.7653150781113,46.9055036344756,39.9190013340956,58.6771653543307,60.6666666666667,62.1049868766404,21.2514016595648,23.9207589285714,58.3542319749217,53.3355619939083,61.0301109350238,42.0414673046252,38.5358223393088,28.2492337594377,60.3737599206349,47.1858774662513,49.1796469366563,55.1408450704225,59.1119691119691,47.888715548622,50.4799223764741,58.5184355874011,57.8971962616823,31.8986263080751,51.3190252626872,37.0120355834641,34.1868131868131,32.769816390506,35.6445368511614,59.932079414838,42.507986033727,42.7351003294399,49.1471658866355,16.149166291122,50.1669274908712,34.8823133666626,28.4810076601121,49.7085002225189,35.2600795234024,28.7364376130198,59.8014629049112,60.1040041601664,61.0292580982236,48.920041536864,49.035627750581,41.0954125239839,60.2354788069074,57.8021978021978,39.2060988433228
"Beizama-34",44.2714884696017,42.6556676310371,16.1218161683278,46.4514581026209,38.3411826268969,54.9374021909233,55.5946809300944,19.8083443903876,18.4595569294178,41.1919504643962,42.1704732049559,39.5463620230701,34.2301710730948,52.3562054743157,49.7734195082089,48.3639349156591,46.6483803552769,40.8618899273105,45.4658385093168,50.1897321428572,51.9305929919137,17.0561092654115,17.7931110620445,44.716729615641,21.3270037535879,17.1177556293835,49.3795430944964,50.7904316172647,53.7839305103149,55.6780538302278,51.7505241090147,20.2425180598555,48.1271822301463,0,33.4099829667481,49.5163806552262,42.69595937293,30.4355220349009,50.0335345405768,48.1950965049557,43.1029900332226,48.9947916666667,25.3433429013026,48.9182194616977,51.2957157784744,39.560382146589,44.1992014196983,22.6440260858865,34.9687201000956,37.4306645735217,49.2125984251969,20.7823654964304,27.8260869565217,44.3585780525502,42.6542249870399,13.6510393631137,49.220756638597,56.6600740402658,36.9165560961226,33.6055493063367,28.1761978361669,51.1955924927623,42.1841368126198,42.6713395638629,16.0557886214763,30.2432551968155,50.5605314226004,47.6829599960441,26.1945304437564,49.7451898075923,49.8832127787824,20.8683473389355,52.4621804903495,44.224987039917,30.5806117159149,50.0936037441498,43.7642077111656,21.494811216604,31.3374805598755,47.9554865424431,30.5262383160374,21.1171009284216,49.0129509942302,48.3016364440513,50.1975527052927,45,51.1501147893061,47.4470284237726,49.0528192556274,46.9353058070214,54.7921034241789,50.739879414298,21.673669467787,51.1975116640747,22.3625614061072,42.2945736434108,51.1337513061651,26.7389060887512,41.8229166666666,46.578125,49.5669642857143,51.8697916666667,43.6545022993621,49.4354480922804,44.2842331333778,27.1863482234999,48.8784067085954,43.3227848101266,55.4251968503937,50.2284226190476,49.7353266888151,28.4897328328549,26.0160447486567,36.28512274475,44.4643483050423,22.7511591962905,21.2493519958527,47.2594978893579,44.8686244204018,53.6537744988449,28.343685300207,55.537850085432,43.7925433739387,44.8233725838702,55.342317035107,50.4872991187144,35.8705587498157,36.4583333333333,18.9790653103345,49.1483803552769,33.9450492483152,52.8386979450809,51.7397454031117,17.861926841834,55.7542768273717,47.2972265829409,47.966377841961,48.7793011941619,49.8385543953196,20.3650548318245,16.3650302985696,43.5877466251298,49.0858181278742,45.9034267912773,40.5581637976004
"Bergara-35",48.2107695398835,49.0809392627574,36.4920882549587,50.7013042426459,44.9729607931501,57.8861051459477,58.8912221565283,38.2275132275132,37.2746797008072,47.808559560896,27.2515146963096,23.2370806277056,41.2031109214208,56.9353256358011,54.3946076599138,52.5829839273235,53.1398027139352,25.6728616211374,30.5374503968253,38.6811171009284,54.8138939119952,37.198573657232,34.5010985213162,51.7270288397049,28.8021180478411,32.9232597875343,51.9492959148132,39.899329695248,57.4453551912568,58.5100446428572,55.2784056660639,35.9452108984819,51.9782711619446,33.4099829667481,0,40.7924048740375,28.317534375077,41.2693452380952,55.1348581427322,52.5648839349627,28.8084094792363,39.4571728062294,31.1402404403959,38.2441490800865,55.1455860998448,46.4356955380578,51.0219494047619,39.6269469826412,42.7777665569267,22.8981418791845,38.6529318541997,38.0137747167296,23.4429563492063,29.609222641882,48.3034006508185,34.9594521089847,38.2457322551662,58.9101975195223,46.9755970924195,43.703116745906,39.9888913574761,42.6516978099256,29.2654178635486,47.889237199582,31.5966822187661,42.2114671413737,54.4082079695288,37.4855030027443,40.3564011274291,53.1424584485809,53.849711859266,35.9780492958062,43.7502812148481,32.5066448071143,42.3395592409677,53.4721287782512,50.5240337893399,37.4805598755832,42.4178403755868,35.6432291666666,41.0474103397898,35.7072305331799,53.2555879494655,52.7147307521139,55.2240023735351,49.4621938232162,54.1508309113943,35.4582373771141,54.0255662704642,35.5114912735441,58.3841808683581,55.287834890019,39.7980212933484,43.1368457659537,30.5199547453068,27.5950276106282,43.3403434980722,41.3635464570044,47.0465095700945,35.7809224318658,39.9227563142657,44.432215234102,48.4180474697716,53.2079274891775,30.8759967210671,28.3197124785909,37.9066204540888,47.3416489738146,57.6633422835955,54.3976489967056,38.451370955271,40.3673257794564,40.0428299883976,24.555431547619,35.437641723356,37.6819965933496,37.6153215589835,39.7461693236341,35.3621417462786,57.2423447069116,39.2760416666666,59.2045709392648,49.7236460887007,51.2385423653029,58.0336487907466,42.4596738681246,45.1865450229936,45.0441749026655,37.21777184394,52.9591657903961,41.4106863402638,58.0273789911352,56.2592944154406,28.7217655335851,57.8208758725191,53.1254317036308,37.9745137491616,37.6680017801513,40.9710112527014,32.7792477092632,35.0882968767882,48.6460665771011,40.5747700575287,34.4745484400656,47.0498687664042
"Bermeo-36",57.3851030110935,57.3123620309051,50.2236089443578,58.3376804034081,54.7151898734177,63.7381703470032,62.8878406708596,50.328125,51.8172377985462,55.1742069682787,35.6240126382306,40.5626350696773,52.2466039707419,61.936507936508,61.5513626834382,60.9689310163244,60.7552847363274,36.7660910518053,33.1142410015649,28.2099737532808,61.8119387216059,50.9486665180893,48.7383177570093,61.4994775339603,45.7476635514018,48.0833333333333,60.355834641549,25.778474399164,63.1746031746032,63.359415753782,61.6111991547808,49.1315652626105,59.5964360587002,49.5163806552262,40.7924048740375,0,33.4657320872274,51.8153364632238,61.5825446898002,60.6279104701818,35.3177083333333,26.8602825745683,44.5534787123572,33.3012892167821,62.422327540811,55.1237493417588,60.1278038601982,50.3690476190476,51.4010846148132,40.1054852320675,26.1506055818852,48.7363494539782,43.3229003651539,33.2294911734164,56.9905956112853,49.4071762870515,28.3333333333333,64.0418679549115,54.2589703588144,51.6560846560847,50.7165109034268,32.2840618897401,34.6148131639551,56.1224489795919,48.0996884735202,50.6344253770151,61.9397427217333,31.4836410754777,49.4539781591264,60.9538784067086,60.7549175970229,47.6963078523141,30.5984251968503,30.8934169278997,52.705389848247,60.5555555555556,59.0251572327044,50.0152054591307,52.6541274817137,28.5758998435054,51.6325470998368,50.4489795918367,59.9026654687032,59.7321892875715,61.7212688507541,57.6746666666667,62.0271682340648,26.9479166666666,60.3825995807128,32.1183800623052,62.8231831559882,61.1532738095238,49.1298318599411,29.5402298850575,47.3193760262726,37.451898075923,29.9789695057834,49.5319812792512,56.2279715035621,30.0835945663532,33.5245594300712,29.2412349555207,57.7446363160649,61.0432968179447,30.2712571726656,43.0517792140257,28.6940494997367,55.0609432962374,63.031746031746,60.997375328084,28.6597222222221,49.8959958398336,50.5269989615784,40.169535732916,31.4104882459313,50.4420176807072,49.354381250933,33.7948450017415,33.1204569055036,63.4144509538831,49.906103286385,63.4329140461216,59.2447916666667,59.8301985370951,63.8546603475513,33.0974772354082,53.3723348933957,54.4619422572178,49.8283931357254,59.9052132701422,51.2434691745037,63.1845730027548,61.9911259012757,47.803738317757,64.1797283176594,59.0453586497891,33.0721003134796,34.4253770150806,34.1849529780564,49.2805221777184,48.0477673935618,56.7032392894462,33.9176696319553,32.0167189132706,56.9978969505783
"Berriz-37",53.6054421768708,54.0655737704918,44.8334070470293,54.4487398906004,51.1389759665622,61.6875,62.1651090342679,45.2366209641751,46.7974720752498,51.7825862957239,23.4439973172367,27.1394118370862,47.1454451345755,59.9633123689728,58.8473520249221,56.8909754825248,56.4091959162382,23.4962600903502,20.5322997416019,28.0157492013965,58.7964416535845,44.9351319475158,43.1650499706055,56.5786749482402,37.8034979423868,41.8336281881173,56.9828926905132,28.1560599317608,60.4405729771584,62.1136950904393,58.8644688644689,44.0104511665562,56.318795430945,42.69595937293,28.317534375077,33.4657320872274,0,48.4876338132152,58.3616071428572,56.8376736111111,21.2136960047175,27.0488819552781,38.5993533215755,26.8306878306877,58.9768239064014,51.087264326701,55.2868217054264,46.8093026684358,46.750815730723,27.4182713837885,27.8380503144653,44.2124825200559,33.4470284237725,21.5196942974719,52.1864832889678,42.6911753882387,26.2842261904761,61.9723551302499,51.135644365938,47.8320604971548,46.6949588477366,29.3036215485194,22.0249748534137,53.0689476412649,40.3949882422104,48.0757341576507,58.189880020866,26.9231192170538,47.0041215868109,57.196261682243,57.1879936808847,41.4609553249429,34.4319196428571,22.4815143448683,48.8828408501814,56.9574247144341,54.6795727636849,44.9154908877131,47.8286749482401,23.6976744186045,47.8485694689398,44.7224717979435,56.3568708895812,56.0234047251049,59.2478104070067,51.9515508263527,57.3728186926945,24.8319327731091,57.9231568016615,24.4756760728982,61.43031571603,58.4980834439039,44.7595629512167,33.2105885832593,39.337227644681,27.4296034203154,34.131455399061,47.0144255538382,52.9086496793205,28.772008023178,28.6538890127033,34.8878240843919,53.2970451010887,57.1509782207457,19.1866311742087,35.2560045141188,26.7496449129101,52.6171669299631,61.1002545672357,58.0395215808633,29.7725597415999,47.1535291087068,46.7335390946502,29.0402362495385,29.7015373078364,45.8887171561051,43.5137533274179,27.353929714178,23.5236625514402,61.405505952381,45.4307862679956,61.9003115264798,55.8690844758956,55.5383022774327,61.4188836724048,32.6777087646652,49.499484004128,50.3562142485699,43.9258114374033,56.5623369848722,44.7900029577048,61.5711947626842,59.8297638660077,39.7082598471487,61.4389233954452,56.456933870727,26.7531795326825,27.9377345992492,29.3596569062407,40.3177052714089,43.7115422300607,53.2785306968822,28.0689139787117,23.1474487151003,52.7395833333333
"Beruete-38",39.0288713910761,39.7199341021416,31.8869880767236,43.3892103050981,27.0971128608923,53.5994617627271,53.0330128921678,32.2032141005702,32.454042081949,34.6894409937888,46.6404612159329,43.9541611036938,31.5287049399198,50.7477619799895,48.038601982264,46.8081761006289,43.9173405211141,45.265625,49.7663551401869,51.3636363636364,50.154724350308,32.5061097533881,30.2155777039497,41.1804472178887,34.1306755260243,33.7065837221357,46.4129464285714,52.1458333333333,50.5143168378463,54.0127577510755,49.1167192429022,33.9492753623188,46.5906550413593,30.4355220349009,41.2693452380952,51.8153364632238,48.4876338132152,0,47.8096733198774,45.0228003289227,47.4442716433385,50.6374085684431,36.3875968992248,50.180982050141,49.257637017071,29.7226582940868,40.6486426346239,32.1976597793083,33.2519964507541,44.5283018867925,50.8636124275935,30.9420289855072,38.9424572317263,49.359173126615,35.0286011440457,30.9435078379177,51.9929730133812,54.465811965812,29.751552795031,22.514435695538,18.485788113695,52.3460817397825,47.1783496007099,32.1343139439863,31.3200442967884,19.5718722271517,47.932015573525,50.1206597222222,24.5356403430937,47.7330650570087,47.6084656084657,33.882727003845,52.2972265829409,47.5403016120645,25.4676472773196,49.2719278634772,41.1789254042775,30.6069890488494,32.256890275611,51.1630321910696,14.0967146548541,31.7907921462423,46.9885982562039,46.0170807453416,48.1198856354136,43.2218683651805,49.3915756630265,50.2540176257128,46.1211714732842,49.9715762273902,52.5968904912123,48.9232022513516,33.8281327023563,50.6864274570983,35.0771398902239,46.3608087091757,52.5693354264783,23.7060041407867,33.8467844101646,48.4952978056426,51.1438274369309,52.4921630094044,39.8277529761904,47.4529001631806,48.5959438377535,37.1288080449571,51.6902887139108,36.8359788359788,53.3197923719251,47.9310344827586,50.8545014688094,21.2474120082815,31.1672203765226,44.2001777382804,48.0561814631215,30.7971014492753,33.8035807146571,50.1785404749523,48.2687338501292,50.4403079913284,32.4061711912179,53.5103211863775,40.3073391098274,39.8124210682713,53.1656184486373,52.0842604954755,23.7991557431681,30.1147626499739,30.5035492457852,46.3986223420186,35.1378055122205,50.0493421052632,48.1866918953012,34.0354374307862,52.5079860337271,44.4916142557652,50.7254290171607,50.3416149068323,50.9516380655226,33.657438169066,31.2101636520241,34.03125,51.1267361111111,48.7239583333333,34.3834900731452
"Beskoitze-39",40.4391534391534,24.7113997113996,49.6462158531124,24.2159277504104,44.648705758056,38.0618146312152,39.795578588954,50.98223615465,50.7574404761905,41.9479166666666,56.8462757527734,56.7414218434627,49.9368318756074,28.2471655328797,23.3055868016497,24.8820825798673,26.1234177215189,58.1469816272966,60.0209314495029,62.2982020612353,26.7838246409674,50.0153007911629,50.9159226190476,30.2691674153938,52.765625,50.89789520824,24.3492561859908,61.3669821240799,24.9851434826804,38.1383924330632,24.0864840389404,51.2936880542514,25.4010748656417,50.0335345405768,55.1348581427322,61.5825446898002,58.3616071428572,47.8096733198774,0,21.2626946513201,56.9271533064637,60.7372301211164,54.4784226190476,59.7562981236451,27.3877121826648,44.1613924050633,30.3679653679653,50.2548887893716,51.0647321428572,57.7513227513228,60.1910828025478,49.9344213428721,55.8974358974359,58.7760416666667,40.3558346415489,50.1378642223713,60.7775768535262,39.5170360146205,40.0974702380952,46.605344840639,49.9084821428572,62.0932697403286,58.8389596840301,43.8574423480084,50.6934523809524,45.9646769505924,25.0364470790338,59.2590926134234,50.1011904761905,24.9262503743635,24.6527145890202,51.4602429391162,62.9694092827004,58.3962264150944,47.3565804274466,19.7761529808773,33.6563016373741,51.1298363095238,48.4637811168423,61.6535845107274,46.5819775648169,49.8961176827419,23.225096862892,21.071800595238,19.5389384920634,39.9038461538461,25.7605093319378,59.4984326018809,21.8010631925725,59.3251488095238,38.5009936357004,24.7682390640136,49.7697294880394,61.8134171907757,52.0591244883698,58.9184952978057,62.0126782884311,47.296875,41.1251314405888,60.4212743549237,60.373128714361,62.0958399157451,28.0674915635545,20.57791191594,58.4404013177598,55.1479245845443,61.4414414414415,42.7306666666666,39.71723824665,18.4458192725908,61.1981887843957,47.6815476190476,49.6063988095238,56.9178440607012,60.2149312675629,49.9165362545644,51.6711590296496,58.7286612758311,58.625,34.5106447002181,51.8778500411154,39.649793775778,29.1827508259432,28.1854597184785,37.108677187791,60.3459119496856,43.3981667784484,43.9214360823193,49.4887845592071,22.267179023508,52.9924497271436,35.9835225480921,18.950282041191,51.6688988095238,36.7168313866427,20.7512055455092,60.4844264749925,60.3390714658321,61.2893081761007,51.5595238095238,50.2922867063492,42.1627296587926,59.5718035245594,58.3539557555306,37.0200421940928
"Bidarrai-40",38.6936936936937,22.3945926931001,46.9976862218242,18.680431547619,41.162176439514,37.9960943367883,39.1623991150804,48.4326018808777,48.9114583333333,38.7313988095237,55.7842473482284,55.7998803917171,47.7603349031921,27.1092747717152,20.1777277840269,19.0826552139842,24.4518535262205,56.9606299212599,58.675338267175,61.9107706173953,26.2358997653114,49.0453799074489,48.0126488095238,27.3287910552061,52.0070684523809,49.0339354132458,19.0853704119009,61.2137599519303,27.236058897243,39.1257288514341,25.2705456191984,48.6384976525822,22.1780686505095,48.1950965049557,52.5648839349627,60.6279104701818,56.8376736111111,45.0228003289227,21.2626946513201,0,56.2549136687068,60.7500188068909,52.2013888888889,59.1362039321223,26.5702769015071,41.8196202531645,27.5649747078318,48.3271134995273,49.0963541666667,55.7989417989418,60.0079617834395,48.1416896440371,54.1309710697466,58.8020833333334,35.596172534948,48.2629107981221,60.4010836210204,41.0004732673542,38.1753472222222,43.6151551915883,46.9970238095238,61.1581635111047,57.6091114588767,41.0916442048517,48.1793154761905,43.9876294805872,22.2256074625742,59.2685914260718,48.0985863095238,21.1514175900967,23.9915074309978,49.9865861837693,62.9980409885473,58.007637017071,47.3910761154856,20.9763779527558,29.9205099362579,49.1016865079365,46.977648202138,61.0413396127682,44.8618230443503,48.171201814059,19.0448283372811,19.2214781746031,20.1475243506492,38.034188034188,24.3230918741122,58.8087774294671,20.1834770653667,58.9362599206349,39.5402000141336,22.7856025039122,49.3633405370495,62.5786163522013,49.8252969951083,57.1809225257501,61.3283604581073,45.3329613095238,37.9035639412997,59.8021515083127,59.1960681060208,62.0213646279997,23.6711661042369,19.3103448275861,58.595013477089,52.8604963112005,61.0227874933758,39.1786666666666,40.9357520786092,25.0548295027789,60.6391501219088,46.5639880952381,47.7001488095238,55.7365876753632,60.3249051019752,47.7613831134958,51.2240632930288,58.636942198263,58.1822916666667,35.9393825771778,51.0693728040667,40.0054820462983,27.4789769617355,25.2158829989018,38.4395257739106,59.572102425876,41.5666840549469,41.4475690538682,49.6393173857963,18.8713357907669,51.2349555206698,37.0611069371399,25.6561814964476,49.1770833333333,37.0241838873914,22.7649281934995,59.7733852450834,59.7354497354498,60.5256064690027,48.9088541666667,48.4624255952381,39.1863517060367,59.9195100612424,58.1154855643045,32.92872212176
