"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0.318120986210103,0.209949779623684,0.0604649852900195,0.0756761163249456,0.066007856827848,0.034607056178418,0.0820259862739987,0.0304121540445201,0.0624994671863958,0.0602356120400666
0.0713772999509785,0.631716192877663,0.027042717655529,0.0830288275404373,0.0633846796154787,0.0184099692478946,0.0336670329342769,0.0166292570923047,0.0277150777859408,0.0270289452994968
0.0170967151835332,0.00976634416691516,0.555174158046783,0.00685786453831232,0.00647518326264058,0.00812128877083578,0.0668783595424505,0.00680191138144556,0.273221059019607,0.0496071160874771
0.0773853352728363,0.233023484185303,0.0366997708395845,0.303069936499294,0.17741736624303,0.0279795404060158,0.0440388231884301,0.0256561369665239,0.0375437990927111,0.0371858073062719
0.315106414198685,0.0759110478415997,0.0987108587339751,0.0425424949346656,0.0387906850514498,0.0317204480429974,0.184139509240593,0.0272552653665044,0.102022445729715,0.0838008308598155
0.0147573531168837,0.0260178177753933,0.00862762257442082,0.0979935793027503,0.810298762938763,0.00757494961602705,0.00994286772408732,0.00710631506742611,0.00880670860660671,0.00887402327764198
0.0209575154092456,0.0364172322452044,0.0122969156949994,0.120978588880838,0.748759991846554,0.0109250974072822,0.0141647368805173,0.0102527905619432,0.0125578303380144,0.0126893007354013
0.0191448760165622,0.0111261309608503,0.522323561960166,0.00786652771909105,0.00743479972633733,0.00943795654907952,0.0676059153791202,0.00790732125763028,0.289594078575045,0.0575588318561177
0.0391292702486295,0.0226088849734158,0.368914205456932,0.0158917428896329,0.0149815275276481,0.0181362418139188,0.134476795412931,0.0153082690271198,0.279329031208212,0.0912240314415603
0.758407526606309,0.0441999507630864,0.0296227068532189,0.0211155045843715,0.0189051337852799,0.0128754555680301,0.0454154436151731,0.011169678872903,0.0306413055470834,0.0276472938045445
0.0397729830265466,0.0331567598503253,0.0446475733271028,0.0285669521592308,0.0285879713374781,0.510625564134621,0.0448990146741554,0.160408786320958,0.0470722802582503,0.0622621149113321
0.0692395006273842,0.0544829094702626,0.0840019405238116,0.0451049791589076,0.0446838424963863,0.258916386524875,0.0835327642507355,0.141843481689945,0.0895965675834386,0.128597627674253
0.0635868900789803,0.0295229452980055,0.126863871988407,0.0193166379773969,0.0180893494519153,0.0204076916610132,0.473518950254241,0.017030297409158,0.137817899112861,0.0938454667680212
0.0285582050004468,0.0529129111290898,0.0163973951598906,0.30968202031953,0.513092377246713,0.0139167716168685,0.0189587840159819,0.0130258927144999,0.0167233684387444,0.0167322743582353
0.0242064430888183,0.0501345852494143,0.013246207699783,0.68652723070038,0.162785751671826,0.0107302170735147,0.0154626342008081,0.00998460608957621,0.013508208378101,0.0134141158477781
0.0262539258701632,0.0588733850769351,0.013881834391349,0.700454045559012,0.134629087656844,0.0110845047794581,0.016316550235407,0.0102750690916571,0.0141682055381479,0.0140633918010265
0.0838881646444084,0.456763768735291,0.0355298479256791,0.153479378506243,0.1071393918538,0.0250749597028717,0.0434549313376924,0.0228153964610394,0.0363438739806268,0.0355102868523484
0.051936593055458,0.0423343636942665,0.0615512380224504,0.0359767075485429,0.0358349153113335,0.395070829765432,0.0609449605253226,0.162393997518787,0.065112531394147,0.0888438631642602
0.0185753545221088,0.0160546029956015,0.0203326338958225,0.0142488961565798,0.0143503091929783,0.619521352321045,0.0204171968474309,0.228329695674031,0.0212745694749847,0.0268953889194175
0.020939016107175,0.0186468932062172,0.0223761181547794,0.0169827243262966,0.0171976889431776,0.149915513242427,0.0224911613685986,0.679801753905524,0.0232709804745143,0.0283781502712908
0.0257704248233505,0.0496439297842296,0.0145016749545279,0.445177882775822,0.394919746306604,0.0121819641677625,0.016837811923458,0.0113727133067717,0.0147969136975668,0.0147969382599075
0.0246675283799768,0.0143231046036198,0.473170154533792,0.0101139623669993,0.00955253936022566,0.01196954277978,0.0865332210932951,0.0100506310623122,0.2909086096391,0.0687107061808994
0.0201358112437126,0.0118815419583515,0.349359781988801,0.00847667553291787,0.00803554690729936,0.0107859736549509,0.0659444592905774,0.00896210357133592,0.43151337357091,0.0849047322811431
0.0642638009910436,0.709113067621383,0.022972424649417,0.0567813303452362,0.0442914016406165,0.0145961696067184,0.0288602213144813,0.0131660764988764,0.0234855162890882,0.0224699910431395
0.0381133950134905,0.0244617432817061,0.118425736264068,0.0181990879232551,0.0174561167904568,0.0298247645349729,0.0808840892973956,0.0238812576224902,0.139663594521989,0.509090214750175
0.0319361179560642,0.0190367596136896,0.227859778444173,0.0136719577493806,0.0130006337903799,0.0186082540201219,0.0951444268129243,0.0152753557115995,0.325469157436401,0.239997558465266
0.031470037523451,0.0719120622339217,0.0165248416909658,0.653493742779739,0.148281028495815,0.0131217187628213,0.0194489575618769,0.0121547745474897,0.0168660207207689,0.0167268156831508
0.0214935192380602,0.0192243748936467,0.0226783210070145,0.0175562940410034,0.0178034437740982,0.148911277576379,0.0228926227373257,0.677151640101737,0.0235862098376559,0.0287022967930795
0.031695231905602,0.0614833012643012,0.0178584521386061,0.505833227018459,0.297530545248467,0.0147623776489133,0.0207239056799902,0.0137840384179195,0.0182055633808417,0.0181233572969002
0.0204843311950473,0.0353989432315905,0.0120830616861393,0.117677523419667,0.754855995212232,0.0107304040771803,0.0139009096449413,0.0100786666569899,0.0123355081356889,0.0124546567405224
0.0169075703412453,0.0344401560756014,0.0092818180189966,0.737982569307583,0.156865858002833,0.00764971762055017,0.010830580315907,0.00712034944714353,0.00947265883325015,0.00944872203689
0.0210876114018025,0.0120577319818045,0.312121762823651,0.00849804693801902,0.00804561184282164,0.0106578691770526,0.0808307985150651,0.00883062738610061,0.448442134988857,0.0894278049448255
